response_id,lockdown_period,subscale,item,score
R_w7AV8G1eEuySSVr,after,stress,18,2
R_w7AV8G1eEuySSVr,after,anxiety,19,0
R_w7AV8G1eEuySSVr,after,anxiety,20,0
R_w7AV8G1eEuySSVr,after,depression,21,0
R_3g11OuFlZDreUWH,before,stress,1,2
R_3g11OuFlZDreUWH,before,anxiety,2,2
R_3g11OuFlZDreUWH,before,depression,3,1
R_3g11OuFlZDreUWH,before,anxiety,4,3
R_3g11OuFlZDreUWH,before,depression,5,2
R_3g11OuFlZDreUWH,before,stress,6,2
R_3g11OuFlZDreUWH,before,anxiety,7,2
R_3g11OuFlZDreUWH,before,stress,8,2
R_3g11OuFlZDreUWH,before,anxiety,9,2
R_3g11OuFlZDreUWH,before,depression,10,1
R_3g11OuFlZDreUWH,before,stress,11,2
R_3g11OuFlZDreUWH,before,stress,12,1
R_3g11OuFlZDreUWH,before,depression,13,2
R_3g11OuFlZDreUWH,before,stress,14,1
R_3g11OuFlZDreUWH,before,anxiety,15,2
R_3g11OuFlZDreUWH,before,depression,16,2
R_3g11OuFlZDreUWH,before,depression,17,1
R_3g11OuFlZDreUWH,before,stress,18,1
R_3g11OuFlZDreUWH,before,anxiety,19,1
R_3g11OuFlZDreUWH,before,anxiety,20,2
R_3g11OuFlZDreUWH,before,depression,21,2
R_3g11OuFlZDreUWH,after,stress,1,2
R_3g11OuFlZDreUWH,after,anxiety,2,1
R_3g11OuFlZDreUWH,after,depression,3,2
R_3g11OuFlZDreUWH,after,anxiety,4,2
R_3g11OuFlZDreUWH,after,depression,5,1
R_3g11OuFlZDreUWH,after,stress,6,2
R_3g11OuFlZDreUWH,after,anxiety,7,1
R_3g11OuFlZDreUWH,after,stress,8,2
R_3g11OuFlZDreUWH,after,anxiety,9,2
R_3g11OuFlZDreUWH,after,depression,10,1
R_3g11OuFlZDreUWH,after,stress,11,1
R_3g11OuFlZDreUWH,after,stress,12,2
R_3g11OuFlZDreUWH,after,depression,13,2
R_3g11OuFlZDreUWH,after,stress,14,2
R_3g11OuFlZDreUWH,after,anxiety,15,2
R_3g11OuFlZDreUWH,after,depression,16,2
R_3g11OuFlZDreUWH,after,depression,17,2
R_3g11OuFlZDreUWH,after,stress,18,2
R_3g11OuFlZDreUWH,after,anxiety,19,1
R_3g11OuFlZDreUWH,after,anxiety,20,2
R_3g11OuFlZDreUWH,after,depression,21,2
R_ZIyPy9Dq6G7mGIx,before,stress,1,2
R_ZIyPy9Dq6G7mGIx,before,anxiety,2,0
R_ZIyPy9Dq6G7mGIx,before,depression,3,2
R_ZIyPy9Dq6G7mGIx,before,anxiety,4,0
R_ZIyPy9Dq6G7mGIx,before,depression,5,3
R_ZIyPy9Dq6G7mGIx,before,stress,6,1
R_ZIyPy9Dq6G7mGIx,before,anxiety,7,0
R_ZIyPy9Dq6G7mGIx,before,stress,8,1
R_ZIyPy9Dq6G7mGIx,before,anxiety,9,0
R_ZIyPy9Dq6G7mGIx,before,depression,10,2
R_ZIyPy9Dq6G7mGIx,before,stress,11,1
R_ZIyPy9Dq6G7mGIx,before,stress,12,2
R_ZIyPy9Dq6G7mGIx,before,depression,13,2
R_ZIyPy9Dq6G7mGIx,before,stress,14,2
R_ZIyPy9Dq6G7mGIx,before,anxiety,15,0
R_ZIyPy9Dq6G7mGIx,before,depression,16,3
R_ZIyPy9Dq6G7mGIx,before,depression,17,1
R_ZIyPy9Dq6G7mGIx,before,stress,18,1
R_ZIyPy9Dq6G7mGIx,before,anxiety,19,0
R_ZIyPy9Dq6G7mGIx,before,anxiety,20,1
R_ZIyPy9Dq6G7mGIx,before,depression,21,2
R_ZIyPy9Dq6G7mGIx,after,stress,1,1
R_ZIyPy9Dq6G7mGIx,after,anxiety,2,0
R_ZIyPy9Dq6G7mGIx,after,depression,3,1
R_ZIyPy9Dq6G7mGIx,after,anxiety,4,0
R_ZIyPy9Dq6G7mGIx,after,depression,5,2
R_ZIyPy9Dq6G7mGIx,after,stress,6,0
R_ZIyPy9Dq6G7mGIx,after,anxiety,7,0
R_ZIyPy9Dq6G7mGIx,after,stress,8,1
R_ZIyPy9Dq6G7mGIx,after,anxiety,9,0
R_ZIyPy9Dq6G7mGIx,after,depression,10,1
R_ZIyPy9Dq6G7mGIx,after,stress,11,0
R_ZIyPy9Dq6G7mGIx,after,stress,12,2
R_ZIyPy9Dq6G7mGIx,after,depression,13,1
R_ZIyPy9Dq6G7mGIx,after,stress,14,1
R_ZIyPy9Dq6G7mGIx,after,anxiety,15,0
R_ZIyPy9Dq6G7mGIx,after,depression,16,1
R_ZIyPy9Dq6G7mGIx,after,depression,17,1
R_ZIyPy9Dq6G7mGIx,after,stress,18,0
R_ZIyPy9Dq6G7mGIx,after,anxiety,19,0
R_ZIyPy9Dq6G7mGIx,after,anxiety,20,0
R_ZIyPy9Dq6G7mGIx,after,depression,21,1
R_Rfb8RkRh6RRJLTr,before,stress,1,1
R_Rfb8RkRh6RRJLTr,before,anxiety,2,0
R_Rfb8RkRh6RRJLTr,before,depression,3,1
R_Rfb8RkRh6RRJLTr,before,anxiety,4,0
R_Rfb8RkRh6RRJLTr,before,depression,5,1
R_Rfb8RkRh6RRJLTr,before,stress,6,1
R_Rfb8RkRh6RRJLTr,before,anxiety,7,0
R_Rfb8RkRh6RRJLTr,before,stress,8,0
R_Rfb8RkRh6RRJLTr,before,anxiety,9,0
R_Rfb8RkRh6RRJLTr,before,depression,10,1
R_Rfb8RkRh6RRJLTr,before,stress,11,1
R_Rfb8RkRh6RRJLTr,before,stress,12,1
R_Rfb8RkRh6RRJLTr,before,depression,13,2
R_Rfb8RkRh6RRJLTr,before,stress,14,1
R_Rfb8RkRh6RRJLTr,before,anxiety,15,0
R_Rfb8RkRh6RRJLTr,before,depression,16,1
R_Rfb8RkRh6RRJLTr,before,depression,17,2
R_Rfb8RkRh6RRJLTr,before,stress,18,1
R_Rfb8RkRh6RRJLTr,before,anxiety,19,0
R_Rfb8RkRh6RRJLTr,before,anxiety,20,0
R_Rfb8RkRh6RRJLTr,before,depression,21,1
R_Rfb8RkRh6RRJLTr,after,stress,1,0
R_Rfb8RkRh6RRJLTr,after,anxiety,2,0
R_Rfb8RkRh6RRJLTr,after,depression,3,1
R_Rfb8RkRh6RRJLTr,after,anxiety,4,0
R_Rfb8RkRh6RRJLTr,after,depression,5,1
R_Rfb8RkRh6RRJLTr,after,stress,6,1
R_Rfb8RkRh6RRJLTr,after,anxiety,7,0
R_Rfb8RkRh6RRJLTr,after,stress,8,0
R_Rfb8RkRh6RRJLTr,after,anxiety,9,1
R_Rfb8RkRh6RRJLTr,after,depression,10,1
R_Rfb8RkRh6RRJLTr,after,stress,11,1
R_Rfb8RkRh6RRJLTr,after,stress,12,1
R_Rfb8RkRh6RRJLTr,after,depression,13,2
R_Rfb8RkRh6RRJLTr,after,stress,14,1
R_Rfb8RkRh6RRJLTr,after,anxiety,15,0
R_Rfb8RkRh6RRJLTr,after,depression,16,1
R_Rfb8RkRh6RRJLTr,after,depression,17,1
R_Rfb8RkRh6RRJLTr,after,stress,18,1
R_Rfb8RkRh6RRJLTr,after,anxiety,19,0
R_Rfb8RkRh6RRJLTr,after,anxiety,20,0
R_Rfb8RkRh6RRJLTr,after,depression,21,1
R_3EbuYRY1KfEPCX3,before,stress,1,3
R_3EbuYRY1KfEPCX3,before,anxiety,2,2
R_3EbuYRY1KfEPCX3,before,depression,3,2
R_3EbuYRY1KfEPCX3,before,anxiety,4,1
R_3EbuYRY1KfEPCX3,before,depression,5,2
R_3EbuYRY1KfEPCX3,before,stress,6,2
R_3EbuYRY1KfEPCX3,before,anxiety,7,2
R_3EbuYRY1KfEPCX3,before,stress,8,2
R_3EbuYRY1KfEPCX3,before,anxiety,9,2
R_3EbuYRY1KfEPCX3,before,depression,10,2
R_3EbuYRY1KfEPCX3,before,stress,11,2
R_3EbuYRY1KfEPCX3,before,stress,12,2
R_3EbuYRY1KfEPCX3,before,depression,13,2
R_3EbuYRY1KfEPCX3,before,stress,14,2
R_3EbuYRY1KfEPCX3,before,anxiety,15,2
R_3EbuYRY1KfEPCX3,before,depression,16,2
R_3EbuYRY1KfEPCX3,before,depression,17,2
R_3EbuYRY1KfEPCX3,before,stress,18,2
R_3EbuYRY1KfEPCX3,before,anxiety,19,2
R_3EbuYRY1KfEPCX3,before,anxiety,20,1
R_3EbuYRY1KfEPCX3,before,depression,21,1
R_3EbuYRY1KfEPCX3,after,stress,1,2
R_3EbuYRY1KfEPCX3,after,anxiety,2,2
R_3EbuYRY1KfEPCX3,after,depression,3,2
R_3EbuYRY1KfEPCX3,after,anxiety,4,2
R_3EbuYRY1KfEPCX3,after,depression,5,2
R_3EbuYRY1KfEPCX3,after,stress,6,2
R_3EbuYRY1KfEPCX3,after,anxiety,7,2
R_3EbuYRY1KfEPCX3,after,stress,8,2
R_3EbuYRY1KfEPCX3,after,anxiety,9,2
R_3EbuYRY1KfEPCX3,after,depression,10,2
R_3EbuYRY1KfEPCX3,after,stress,11,2
R_3EbuYRY1KfEPCX3,after,stress,12,2
R_3EbuYRY1KfEPCX3,after,depression,13,2
R_3EbuYRY1KfEPCX3,after,stress,14,2
R_3EbuYRY1KfEPCX3,after,anxiety,15,2
R_3EbuYRY1KfEPCX3,after,depression,16,2
R_3EbuYRY1KfEPCX3,after,depression,17,2
R_3EbuYRY1KfEPCX3,after,stress,18,3
R_3EbuYRY1KfEPCX3,after,anxiety,19,2
R_3EbuYRY1KfEPCX3,after,anxiety,20,1
R_3EbuYRY1KfEPCX3,after,depression,21,1
R_3fW7nwlGuhwYbo5,before,stress,1,1
R_3fW7nwlGuhwYbo5,before,anxiety,2,0
R_3fW7nwlGuhwYbo5,before,depression,3,1
R_3fW7nwlGuhwYbo5,before,anxiety,4,0
R_3fW7nwlGuhwYbo5,before,depression,5,1
R_3fW7nwlGuhwYbo5,before,stress,6,1
R_3fW7nwlGuhwYbo5,before,anxiety,7,1
R_3fW7nwlGuhwYbo5,before,stress,8,1
R_3fW7nwlGuhwYbo5,before,anxiety,9,1
R_3fW7nwlGuhwYbo5,before,depression,10,1
R_3fW7nwlGuhwYbo5,before,stress,11,1
R_3fW7nwlGuhwYbo5,before,stress,12,1
R_3fW7nwlGuhwYbo5,before,depression,13,1
R_3fW7nwlGuhwYbo5,before,stress,14,0
R_3fW7nwlGuhwYbo5,before,anxiety,15,1
R_3fW7nwlGuhwYbo5,before,depression,16,1
R_3fW7nwlGuhwYbo5,before,depression,17,0
R_3fW7nwlGuhwYbo5,before,stress,18,1
R_3fW7nwlGuhwYbo5,before,anxiety,19,0
R_3fW7nwlGuhwYbo5,before,anxiety,20,0
R_3fW7nwlGuhwYbo5,before,depression,21,0
R_3fW7nwlGuhwYbo5,after,stress,1,1
R_3fW7nwlGuhwYbo5,after,anxiety,2,0
R_3fW7nwlGuhwYbo5,after,depression,3,1
R_3fW7nwlGuhwYbo5,after,anxiety,4,0
R_3fW7nwlGuhwYbo5,after,depression,5,2
R_3fW7nwlGuhwYbo5,after,stress,6,2
R_3fW7nwlGuhwYbo5,after,anxiety,7,0
R_3fW7nwlGuhwYbo5,after,stress,8,2
R_3fW7nwlGuhwYbo5,after,anxiety,9,1
R_3fW7nwlGuhwYbo5,after,depression,10,2
R_3fW7nwlGuhwYbo5,after,stress,11,2
R_3fW7nwlGuhwYbo5,after,stress,12,1
R_3fW7nwlGuhwYbo5,after,depression,13,2
R_3fW7nwlGuhwYbo5,after,stress,14,0
R_3fW7nwlGuhwYbo5,after,anxiety,15,1
R_3fW7nwlGuhwYbo5,after,depression,16,2
R_3fW7nwlGuhwYbo5,after,depression,17,0
R_3fW7nwlGuhwYbo5,after,stress,18,2
R_3fW7nwlGuhwYbo5,after,anxiety,19,0
R_3fW7nwlGuhwYbo5,after,anxiety,20,0
R_3fW7nwlGuhwYbo5,after,depression,21,1
R_vlag3f3fIWmaxeV,before,stress,1,1
R_vlag3f3fIWmaxeV,before,anxiety,2,0
R_vlag3f3fIWmaxeV,before,depression,3,1
R_vlag3f3fIWmaxeV,before,anxiety,4,0
R_vlag3f3fIWmaxeV,before,depression,5,1
R_vlag3f3fIWmaxeV,before,stress,6,1
R_vlag3f3fIWmaxeV,before,anxiety,7,0
R_vlag3f3fIWmaxeV,before,stress,8,1
R_vlag3f3fIWmaxeV,before,anxiety,9,1
R_vlag3f3fIWmaxeV,before,depression,10,1
R_vlag3f3fIWmaxeV,before,stress,11,1
R_vlag3f3fIWmaxeV,before,stress,12,1
R_vlag3f3fIWmaxeV,before,depression,13,1
R_vlag3f3fIWmaxeV,before,stress,14,0
R_vlag3f3fIWmaxeV,before,anxiety,15,1
R_vlag3f3fIWmaxeV,before,depression,16,1
R_vlag3f3fIWmaxeV,before,depression,17,1
R_vlag3f3fIWmaxeV,before,stress,18,1
R_vlag3f3fIWmaxeV,before,anxiety,19,1
R_vlag3f3fIWmaxeV,before,anxiety,20,1
R_vlag3f3fIWmaxeV,before,depression,21,1
R_vlag3f3fIWmaxeV,after,stress,1,1
R_vlag3f3fIWmaxeV,after,anxiety,2,1
R_vlag3f3fIWmaxeV,after,depression,3,1
R_vlag3f3fIWmaxeV,after,anxiety,4,0
R_vlag3f3fIWmaxeV,after,depression,5,0
R_vlag3f3fIWmaxeV,after,stress,6,0
R_vlag3f3fIWmaxeV,after,anxiety,7,0
R_vlag3f3fIWmaxeV,after,stress,8,0
R_vlag3f3fIWmaxeV,after,anxiety,9,0
R_vlag3f3fIWmaxeV,after,depression,10,0
R_vlag3f3fIWmaxeV,after,stress,11,0
R_vlag3f3fIWmaxeV,after,stress,12,0
R_vlag3f3fIWmaxeV,after,depression,13,0
R_vlag3f3fIWmaxeV,after,stress,14,0
R_vlag3f3fIWmaxeV,after,anxiety,15,0
R_vlag3f3fIWmaxeV,after,depression,16,1
R_vlag3f3fIWmaxeV,after,depression,17,0
R_vlag3f3fIWmaxeV,after,stress,18,1
R_vlag3f3fIWmaxeV,after,anxiety,19,1
R_vlag3f3fIWmaxeV,after,anxiety,20,1
R_vlag3f3fIWmaxeV,after,depression,21,0
R_9Y4ZP3qLoi3t7fH,before,stress,1,2
R_9Y4ZP3qLoi3t7fH,before,anxiety,2,1
R_9Y4ZP3qLoi3t7fH,before,depression,3,3
R_9Y4ZP3qLoi3t7fH,before,anxiety,4,0
R_9Y4ZP3qLoi3t7fH,before,depression,5,3
R_9Y4ZP3qLoi3t7fH,before,stress,6,2
R_9Y4ZP3qLoi3t7fH,before,anxiety,7,1
R_9Y4ZP3qLoi3t7fH,before,stress,8,2
R_9Y4ZP3qLoi3t7fH,before,anxiety,9,2
R_9Y4ZP3qLoi3t7fH,before,depression,10,3
R_9Y4ZP3qLoi3t7fH,before,stress,11,3
R_9Y4ZP3qLoi3t7fH,before,stress,12,3
R_9Y4ZP3qLoi3t7fH,before,depression,13,3
R_9Y4ZP3qLoi3t7fH,before,stress,14,2
R_9Y4ZP3qLoi3t7fH,before,anxiety,15,3
R_9Y4ZP3qLoi3t7fH,before,depression,16,2
R_9Y4ZP3qLoi3t7fH,before,depression,17,3
R_9Y4ZP3qLoi3t7fH,before,stress,18,2
R_9Y4ZP3qLoi3t7fH,before,anxiety,19,2
R_9Y4ZP3qLoi3t7fH,before,anxiety,20,2
R_9Y4ZP3qLoi3t7fH,before,depression,21,3
R_9Y4ZP3qLoi3t7fH,after,stress,1,2
R_9Y4ZP3qLoi3t7fH,after,anxiety,2,1
R_9Y4ZP3qLoi3t7fH,after,depression,3,2
R_9Y4ZP3qLoi3t7fH,after,anxiety,4,0
R_9Y4ZP3qLoi3t7fH,after,depression,5,2
R_9Y4ZP3qLoi3t7fH,after,stress,6,2
R_9Y4ZP3qLoi3t7fH,after,anxiety,7,0
R_9Y4ZP3qLoi3t7fH,after,stress,8,2
R_9Y4ZP3qLoi3t7fH,after,anxiety,9,2
R_9Y4ZP3qLoi3t7fH,after,depression,10,3
R_9Y4ZP3qLoi3t7fH,after,stress,11,2
R_9Y4ZP3qLoi3t7fH,after,stress,12,3
R_9Y4ZP3qLoi3t7fH,after,depression,13,3
R_9Y4ZP3qLoi3t7fH,after,stress,14,2
R_9Y4ZP3qLoi3t7fH,after,anxiety,15,2
R_9Y4ZP3qLoi3t7fH,after,depression,16,3
R_9Y4ZP3qLoi3t7fH,after,depression,17,2
R_9Y4ZP3qLoi3t7fH,after,stress,18,2
R_9Y4ZP3qLoi3t7fH,after,anxiety,19,1
R_9Y4ZP3qLoi3t7fH,after,anxiety,20,2
R_9Y4ZP3qLoi3t7fH,after,depression,21,3
R_5AVWI45K9Om73Gh,before,stress,1,1
R_5AVWI45K9Om73Gh,before,anxiety,2,0
R_5AVWI45K9Om73Gh,before,depression,3,1
R_5AVWI45K9Om73Gh,before,anxiety,4,2
R_5AVWI45K9Om73Gh,before,depression,5,1
R_5AVWI45K9Om73Gh,before,stress,6,1
R_5AVWI45K9Om73Gh,before,anxiety,7,0
R_5AVWI45K9Om73Gh,before,stress,8,2
R_5AVWI45K9Om73Gh,before,anxiety,9,2
R_5AVWI45K9Om73Gh,before,depression,10,1
R_5AVWI45K9Om73Gh,before,stress,11,2
R_5AVWI45K9Om73Gh,before,stress,12,2
R_5AVWI45K9Om73Gh,before,depression,13,1
R_5AVWI45K9Om73Gh,before,stress,14,3
R_5AVWI45K9Om73Gh,before,anxiety,15,1
R_5AVWI45K9Om73Gh,before,depression,16,2
R_5AVWI45K9Om73Gh,before,depression,17,1
R_5AVWI45K9Om73Gh,before,stress,18,2
R_5AVWI45K9Om73Gh,before,anxiety,19,1
R_5AVWI45K9Om73Gh,before,anxiety,20,1
R_5AVWI45K9Om73Gh,before,depression,21,1
R_5AVWI45K9Om73Gh,after,stress,1,2
R_5AVWI45K9Om73Gh,after,anxiety,2,0
R_5AVWI45K9Om73Gh,after,depression,3,2
R_5AVWI45K9Om73Gh,after,anxiety,4,2
R_5AVWI45K9Om73Gh,after,depression,5,2
R_5AVWI45K9Om73Gh,after,stress,6,2
R_5AVWI45K9Om73Gh,after,anxiety,7,0
R_5AVWI45K9Om73Gh,after,stress,8,2
R_5AVWI45K9Om73Gh,after,anxiety,9,3
R_5AVWI45K9Om73Gh,after,depression,10,1
R_5AVWI45K9Om73Gh,after,stress,11,2
R_5AVWI45K9Om73Gh,after,stress,12,2
R_5AVWI45K9Om73Gh,after,depression,13,2
R_5AVWI45K9Om73Gh,after,stress,14,3
R_5AVWI45K9Om73Gh,after,anxiety,15,1
R_5AVWI45K9Om73Gh,after,depression,16,2
R_5AVWI45K9Om73Gh,after,depression,17,1
R_5AVWI45K9Om73Gh,after,stress,18,2
R_5AVWI45K9Om73Gh,after,anxiety,19,0
R_5AVWI45K9Om73Gh,after,anxiety,20,1
R_5AVWI45K9Om73Gh,after,depression,21,1
R_0xNlcN3NDWsWFsl,before,stress,1,1
R_0xNlcN3NDWsWFsl,before,anxiety,2,0
R_0xNlcN3NDWsWFsl,before,depression,3,0
R_0xNlcN3NDWsWFsl,before,anxiety,4,0
R_0xNlcN3NDWsWFsl,before,depression,5,1
R_0xNlcN3NDWsWFsl,before,stress,6,0
R_0xNlcN3NDWsWFsl,before,anxiety,7,0
R_0xNlcN3NDWsWFsl,before,stress,8,0
R_0xNlcN3NDWsWFsl,before,anxiety,9,0
R_0xNlcN3NDWsWFsl,before,depression,10,2
R_0xNlcN3NDWsWFsl,before,stress,11,2
R_0xNlcN3NDWsWFsl,before,stress,12,2
R_0xNlcN3NDWsWFsl,before,depression,13,1
R_0xNlcN3NDWsWFsl,before,stress,14,0
R_0xNlcN3NDWsWFsl,before,anxiety,15,0
R_0xNlcN3NDWsWFsl,before,depression,16,1
R_0xNlcN3NDWsWFsl,before,depression,17,0
R_0xNlcN3NDWsWFsl,before,stress,18,0
R_0xNlcN3NDWsWFsl,before,anxiety,19,0
R_0xNlcN3NDWsWFsl,before,anxiety,20,0
R_0xNlcN3NDWsWFsl,before,depression,21,0
R_0xNlcN3NDWsWFsl,after,stress,1,1
R_0xNlcN3NDWsWFsl,after,anxiety,2,0
R_0xNlcN3NDWsWFsl,after,depression,3,0
R_0xNlcN3NDWsWFsl,after,anxiety,4,0
R_0xNlcN3NDWsWFsl,after,depression,5,1
R_0xNlcN3NDWsWFsl,after,stress,6,0
R_0xNlcN3NDWsWFsl,after,anxiety,7,0
R_0xNlcN3NDWsWFsl,after,stress,8,0
R_0xNlcN3NDWsWFsl,after,anxiety,9,0
R_0xNlcN3NDWsWFsl,after,depression,10,3
R_0xNlcN3NDWsWFsl,after,stress,11,1
R_0xNlcN3NDWsWFsl,after,stress,12,1
R_0xNlcN3NDWsWFsl,after,depression,13,1
R_0xNlcN3NDWsWFsl,after,stress,14,0
R_0xNlcN3NDWsWFsl,after,anxiety,15,0
R_0xNlcN3NDWsWFsl,after,depression,16,1
R_0xNlcN3NDWsWFsl,after,depression,17,0
R_0xNlcN3NDWsWFsl,after,stress,18,0
R_0xNlcN3NDWsWFsl,after,anxiety,19,0
R_0xNlcN3NDWsWFsl,after,anxiety,20,0
R_0xNlcN3NDWsWFsl,after,depression,21,0
R_2ZNqbe16jkaSqDs,before,stress,1,0
R_2ZNqbe16jkaSqDs,before,anxiety,2,0
R_2ZNqbe16jkaSqDs,before,depression,3,0
R_2ZNqbe16jkaSqDs,before,anxiety,4,0
R_2ZNqbe16jkaSqDs,before,depression,5,0
R_2ZNqbe16jkaSqDs,before,stress,6,0
R_2ZNqbe16jkaSqDs,before,anxiety,7,0
R_2ZNqbe16jkaSqDs,before,stress,8,0
R_2ZNqbe16jkaSqDs,before,anxiety,9,0
R_2ZNqbe16jkaSqDs,before,depression,10,0
R_2ZNqbe16jkaSqDs,before,stress,11,0
R_2ZNqbe16jkaSqDs,before,stress,12,0
R_2ZNqbe16jkaSqDs,before,depression,13,0
R_2ZNqbe16jkaSqDs,before,stress,14,0
R_2ZNqbe16jkaSqDs,before,anxiety,15,0
R_2ZNqbe16jkaSqDs,before,depression,16,0
R_2ZNqbe16jkaSqDs,before,depression,17,0
R_2ZNqbe16jkaSqDs,before,stress,18,0
R_2ZNqbe16jkaSqDs,before,anxiety,19,0
R_2ZNqbe16jkaSqDs,before,anxiety,20,0
R_2ZNqbe16jkaSqDs,before,depression,21,0
R_2ZNqbe16jkaSqDs,after,stress,1,0
R_2ZNqbe16jkaSqDs,after,anxiety,2,0
R_2ZNqbe16jkaSqDs,after,depression,3,0
R_2ZNqbe16jkaSqDs,after,anxiety,4,0
R_2ZNqbe16jkaSqDs,after,depression,5,0
R_2ZNqbe16jkaSqDs,after,stress,6,0
R_2ZNqbe16jkaSqDs,after,anxiety,7,0
R_2ZNqbe16jkaSqDs,after,stress,8,0
R_2ZNqbe16jkaSqDs,after,anxiety,9,0
R_2ZNqbe16jkaSqDs,after,depression,10,0
R_2ZNqbe16jkaSqDs,after,stress,11,0
R_2ZNqbe16jkaSqDs,after,stress,12,0
R_2ZNqbe16jkaSqDs,after,depression,13,0
R_2ZNqbe16jkaSqDs,after,stress,14,0
R_2ZNqbe16jkaSqDs,after,anxiety,15,0
R_2ZNqbe16jkaSqDs,after,depression,16,0
R_2ZNqbe16jkaSqDs,after,depression,17,0
R_2ZNqbe16jkaSqDs,after,stress,18,0
R_2ZNqbe16jkaSqDs,after,anxiety,19,0
R_2ZNqbe16jkaSqDs,after,anxiety,20,0
R_2ZNqbe16jkaSqDs,after,depression,21,0
R_1jwyyqW3BkMXKqC,before,stress,1,1
R_1jwyyqW3BkMXKqC,before,anxiety,2,0
R_1jwyyqW3BkMXKqC,before,depression,3,1
R_1jwyyqW3BkMXKqC,before,anxiety,4,0
R_1jwyyqW3BkMXKqC,before,depression,5,2
R_1jwyyqW3BkMXKqC,before,stress,6,1
R_1jwyyqW3BkMXKqC,before,anxiety,7,0
R_1jwyyqW3BkMXKqC,before,stress,8,1
R_1jwyyqW3BkMXKqC,before,anxiety,9,1
R_1jwyyqW3BkMXKqC,before,depression,10,1
R_1jwyyqW3BkMXKqC,before,stress,11,2
R_1jwyyqW3BkMXKqC,before,stress,12,1
R_1jwyyqW3BkMXKqC,before,depression,13,2
R_1jwyyqW3BkMXKqC,before,stress,14,1
R_1jwyyqW3BkMXKqC,before,anxiety,15,1
R_1jwyyqW3BkMXKqC,before,depression,16,2
R_1jwyyqW3BkMXKqC,before,depression,17,1
R_1jwyyqW3BkMXKqC,before,stress,18,1
R_1jwyyqW3BkMXKqC,before,anxiety,19,1
R_1jwyyqW3BkMXKqC,before,anxiety,20,1
R_1jwyyqW3BkMXKqC,before,depression,21,1
R_1jwyyqW3BkMXKqC,after,stress,1,1
R_1jwyyqW3BkMXKqC,after,anxiety,2,0
R_1jwyyqW3BkMXKqC,after,depression,3,1
R_1jwyyqW3BkMXKqC,after,anxiety,4,0
R_1jwyyqW3BkMXKqC,after,depression,5,1
R_1jwyyqW3BkMXKqC,after,stress,6,2
R_1jwyyqW3BkMXKqC,after,anxiety,7,0
R_1jwyyqW3BkMXKqC,after,stress,8,1
R_1jwyyqW3BkMXKqC,after,anxiety,9,1
R_1jwyyqW3BkMXKqC,after,depression,10,1
R_1jwyyqW3BkMXKqC,after,stress,11,1
R_1jwyyqW3BkMXKqC,after,stress,12,1
R_1jwyyqW3BkMXKqC,after,depression,13,1
R_1jwyyqW3BkMXKqC,after,stress,14,1
R_1jwyyqW3BkMXKqC,after,anxiety,15,1
R_1jwyyqW3BkMXKqC,after,depression,16,1
R_1jwyyqW3BkMXKqC,after,depression,17,1
R_1jwyyqW3BkMXKqC,after,stress,18,1
R_1jwyyqW3BkMXKqC,after,anxiety,19,1
R_1jwyyqW3BkMXKqC,after,anxiety,20,2
R_1jwyyqW3BkMXKqC,after,depression,21,1
