response_id,lockdown_period,subscale,item,score,loneliness_subscale
R_55QtESMR1CmR1bb,before,loneliness_extended,4,1,social_loneliness
R_55QtESMR1CmR1bb,before,loneliness_extended,5,1,emotional_loneliness
R_55QtESMR1CmR1bb,before,loneliness_extended,6,1,emotional_loneliness
R_55QtESMR1CmR1bb,before,loneliness_extended,7,1,social_loneliness
R_55QtESMR1CmR1bb,before,loneliness_extended,8,1,social_loneliness
R_55QtESMR1CmR1bb,before,loneliness_extended,9,1,emotional_loneliness
R_55QtESMR1CmR1bb,before,loneliness_extended,10,0,emotional_loneliness
R_55QtESMR1CmR1bb,before,loneliness_extended,11,1,social_loneliness
R_55QtESMR1CmR1bb,during,loneliness_extended,1,1,social_loneliness
R_55QtESMR1CmR1bb,during,loneliness_extended,2,1,emotional_loneliness
R_55QtESMR1CmR1bb,during,loneliness_extended,3,1,emotional_loneliness
R_55QtESMR1CmR1bb,during,loneliness_extended,4,1,social_loneliness
R_55QtESMR1CmR1bb,during,loneliness_extended,5,1,emotional_loneliness
R_55QtESMR1CmR1bb,during,loneliness_extended,6,1,emotional_loneliness
R_55QtESMR1CmR1bb,during,loneliness_extended,7,1,social_loneliness
R_55QtESMR1CmR1bb,during,loneliness_extended,8,1,social_loneliness
R_55QtESMR1CmR1bb,during,loneliness_extended,9,1,emotional_loneliness
R_55QtESMR1CmR1bb,during,loneliness_extended,10,0,emotional_loneliness
R_55QtESMR1CmR1bb,during,loneliness_extended,11,1,social_loneliness
R_egrPbOmESOQ7LH3,before,loneliness_extended,1,1,social_loneliness
R_egrPbOmESOQ7LH3,before,loneliness_extended,2,1,emotional_loneliness
R_egrPbOmESOQ7LH3,before,loneliness_extended,3,1,emotional_loneliness
R_egrPbOmESOQ7LH3,before,loneliness_extended,4,1,social_loneliness
R_egrPbOmESOQ7LH3,before,loneliness_extended,5,1,emotional_loneliness
R_egrPbOmESOQ7LH3,before,loneliness_extended,6,1,emotional_loneliness
R_egrPbOmESOQ7LH3,before,loneliness_extended,7,1,social_loneliness
R_egrPbOmESOQ7LH3,before,loneliness_extended,8,1,social_loneliness
R_egrPbOmESOQ7LH3,before,loneliness_extended,9,1,emotional_loneliness
R_egrPbOmESOQ7LH3,before,loneliness_extended,10,1,emotional_loneliness
R_egrPbOmESOQ7LH3,before,loneliness_extended,11,1,social_loneliness
R_egrPbOmESOQ7LH3,during,loneliness_extended,1,1,social_loneliness
R_egrPbOmESOQ7LH3,during,loneliness_extended,2,1,emotional_loneliness
R_egrPbOmESOQ7LH3,during,loneliness_extended,3,1,emotional_loneliness
R_egrPbOmESOQ7LH3,during,loneliness_extended,4,1,social_loneliness
R_egrPbOmESOQ7LH3,during,loneliness_extended,5,1,emotional_loneliness
R_egrPbOmESOQ7LH3,during,loneliness_extended,6,1,emotional_loneliness
R_egrPbOmESOQ7LH3,during,loneliness_extended,7,1,social_loneliness
R_egrPbOmESOQ7LH3,during,loneliness_extended,8,1,social_loneliness
R_egrPbOmESOQ7LH3,during,loneliness_extended,9,1,emotional_loneliness
R_egrPbOmESOQ7LH3,during,loneliness_extended,10,0,emotional_loneliness
R_egrPbOmESOQ7LH3,during,loneliness_extended,11,1,social_loneliness
R_1DM7yYCOiYR4ya2,before,loneliness_extended,1,0,social_loneliness
R_1DM7yYCOiYR4ya2,before,loneliness_extended,2,1,emotional_loneliness
R_1DM7yYCOiYR4ya2,before,loneliness_extended,3,1,emotional_loneliness
R_1DM7yYCOiYR4ya2,before,loneliness_extended,4,1,social_loneliness
R_1DM7yYCOiYR4ya2,before,loneliness_extended,5,0,emotional_loneliness
R_1DM7yYCOiYR4ya2,before,loneliness_extended,6,0,emotional_loneliness
R_1DM7yYCOiYR4ya2,before,loneliness_extended,7,0,social_loneliness
R_1DM7yYCOiYR4ya2,before,loneliness_extended,8,0,social_loneliness
R_1DM7yYCOiYR4ya2,before,loneliness_extended,9,1,emotional_loneliness
R_1DM7yYCOiYR4ya2,before,loneliness_extended,10,1,emotional_loneliness
R_1DM7yYCOiYR4ya2,before,loneliness_extended,11,0,social_loneliness
R_1DM7yYCOiYR4ya2,during,loneliness_extended,1,0,social_loneliness
R_1DM7yYCOiYR4ya2,during,loneliness_extended,2,1,emotional_loneliness
R_1DM7yYCOiYR4ya2,during,loneliness_extended,3,1,emotional_loneliness
R_1DM7yYCOiYR4ya2,during,loneliness_extended,4,1,social_loneliness
R_1DM7yYCOiYR4ya2,during,loneliness_extended,5,1,emotional_loneliness
R_1DM7yYCOiYR4ya2,during,loneliness_extended,6,0,emotional_loneliness
R_1DM7yYCOiYR4ya2,during,loneliness_extended,7,0,social_loneliness
R_1DM7yYCOiYR4ya2,during,loneliness_extended,8,0,social_loneliness
R_1DM7yYCOiYR4ya2,during,loneliness_extended,9,1,emotional_loneliness
R_1DM7yYCOiYR4ya2,during,loneliness_extended,10,1,emotional_loneliness
R_1DM7yYCOiYR4ya2,during,loneliness_extended,11,1,social_loneliness
R_A672rfL6ej9Rq8h,before,loneliness_extended,1,1,social_loneliness
R_A672rfL6ej9Rq8h,before,loneliness_extended,2,1,emotional_loneliness
R_A672rfL6ej9Rq8h,before,loneliness_extended,3,1,emotional_loneliness
R_A672rfL6ej9Rq8h,before,loneliness_extended,4,1,social_loneliness
R_A672rfL6ej9Rq8h,before,loneliness_extended,5,1,emotional_loneliness
R_A672rfL6ej9Rq8h,before,loneliness_extended,6,1,emotional_loneliness
R_A672rfL6ej9Rq8h,before,loneliness_extended,7,1,social_loneliness
R_A672rfL6ej9Rq8h,before,loneliness_extended,8,1,social_loneliness
R_A672rfL6ej9Rq8h,before,loneliness_extended,9,1,emotional_loneliness
R_A672rfL6ej9Rq8h,before,loneliness_extended,10,1,emotional_loneliness
R_A672rfL6ej9Rq8h,before,loneliness_extended,11,1,social_loneliness
R_A672rfL6ej9Rq8h,during,loneliness_extended,1,0,social_loneliness
R_A672rfL6ej9Rq8h,during,loneliness_extended,2,1,emotional_loneliness
R_A672rfL6ej9Rq8h,during,loneliness_extended,3,1,emotional_loneliness
R_A672rfL6ej9Rq8h,during,loneliness_extended,4,0,social_loneliness
R_A672rfL6ej9Rq8h,during,loneliness_extended,5,1,emotional_loneliness
R_A672rfL6ej9Rq8h,during,loneliness_extended,6,1,emotional_loneliness
R_A672rfL6ej9Rq8h,during,loneliness_extended,7,1,social_loneliness
R_A672rfL6ej9Rq8h,during,loneliness_extended,8,1,social_loneliness
R_A672rfL6ej9Rq8h,during,loneliness_extended,9,1,emotional_loneliness
R_A672rfL6ej9Rq8h,during,loneliness_extended,10,1,emotional_loneliness
R_A672rfL6ej9Rq8h,during,loneliness_extended,11,1,social_loneliness
R_3nIcJNaem29eD3m,before,loneliness_extended,1,0,social_loneliness
R_3nIcJNaem29eD3m,before,loneliness_extended,2,0,emotional_loneliness
R_3nIcJNaem29eD3m,before,loneliness_extended,3,1,emotional_loneliness
R_3nIcJNaem29eD3m,before,loneliness_extended,4,0,social_loneliness
R_3nIcJNaem29eD3m,before,loneliness_extended,5,0,emotional_loneliness
R_3nIcJNaem29eD3m,before,loneliness_extended,6,0,emotional_loneliness
R_3nIcJNaem29eD3m,before,loneliness_extended,7,0,social_loneliness
R_3nIcJNaem29eD3m,before,loneliness_extended,8,0,social_loneliness
R_3nIcJNaem29eD3m,before,loneliness_extended,9,0,emotional_loneliness
R_3nIcJNaem29eD3m,before,loneliness_extended,10,1,emotional_loneliness
R_3nIcJNaem29eD3m,before,loneliness_extended,11,0,social_loneliness
R_3nIcJNaem29eD3m,during,loneliness_extended,1,0,social_loneliness
R_3nIcJNaem29eD3m,during,loneliness_extended,2,0,emotional_loneliness
R_3nIcJNaem29eD3m,during,loneliness_extended,3,1,emotional_loneliness
R_3nIcJNaem29eD3m,during,loneliness_extended,4,0,social_loneliness
R_3nIcJNaem29eD3m,during,loneliness_extended,5,0,emotional_loneliness
R_3nIcJNaem29eD3m,during,loneliness_extended,6,0,emotional_loneliness
R_3nIcJNaem29eD3m,during,loneliness_extended,7,0,social_loneliness
R_3nIcJNaem29eD3m,during,loneliness_extended,8,0,social_loneliness
R_3nIcJNaem29eD3m,during,loneliness_extended,9,0,emotional_loneliness
R_3nIcJNaem29eD3m,during,loneliness_extended,10,1,emotional_loneliness
R_3nIcJNaem29eD3m,during,loneliness_extended,11,0,social_loneliness
R_3IXNsI0MDPSrAEU,before,loneliness_extended,1,0,social_loneliness
R_3IXNsI0MDPSrAEU,before,loneliness_extended,2,1,emotional_loneliness
R_3IXNsI0MDPSrAEU,before,loneliness_extended,3,1,emotional_loneliness
R_3IXNsI0MDPSrAEU,before,loneliness_extended,4,0,social_loneliness
R_3IXNsI0MDPSrAEU,before,loneliness_extended,5,1,emotional_loneliness
R_3IXNsI0MDPSrAEU,before,loneliness_extended,6,1,emotional_loneliness
R_3IXNsI0MDPSrAEU,before,loneliness_extended,7,0,social_loneliness
R_3IXNsI0MDPSrAEU,before,loneliness_extended,8,0,social_loneliness
R_3IXNsI0MDPSrAEU,before,loneliness_extended,9,1,emotional_loneliness
R_3IXNsI0MDPSrAEU,before,loneliness_extended,10,1,emotional_loneliness
R_3IXNsI0MDPSrAEU,before,loneliness_extended,11,1,social_loneliness
R_3IXNsI0MDPSrAEU,during,loneliness_extended,1,1,social_loneliness
R_3IXNsI0MDPSrAEU,during,loneliness_extended,2,1,emotional_loneliness
R_3IXNsI0MDPSrAEU,during,loneliness_extended,3,1,emotional_loneliness
R_3IXNsI0MDPSrAEU,during,loneliness_extended,4,1,social_loneliness
R_3IXNsI0MDPSrAEU,during,loneliness_extended,5,1,emotional_loneliness
R_3IXNsI0MDPSrAEU,during,loneliness_extended,6,1,emotional_loneliness
R_3IXNsI0MDPSrAEU,during,loneliness_extended,7,0,social_loneliness
R_3IXNsI0MDPSrAEU,during,loneliness_extended,8,0,social_loneliness
R_3IXNsI0MDPSrAEU,during,loneliness_extended,9,1,emotional_loneliness
R_3IXNsI0MDPSrAEU,during,loneliness_extended,10,1,emotional_loneliness
R_3IXNsI0MDPSrAEU,during,loneliness_extended,11,1,social_loneliness
R_3mltujcfVRDBFwo,before,loneliness_extended,1,0,social_loneliness
R_3mltujcfVRDBFwo,before,loneliness_extended,2,0,emotional_loneliness
R_3mltujcfVRDBFwo,before,loneliness_extended,3,0,emotional_loneliness
R_3mltujcfVRDBFwo,before,loneliness_extended,4,0,social_loneliness
R_3mltujcfVRDBFwo,before,loneliness_extended,5,0,emotional_loneliness
R_3mltujcfVRDBFwo,before,loneliness_extended,6,0,emotional_loneliness
R_3mltujcfVRDBFwo,before,loneliness_extended,7,1,social_loneliness
R_3mltujcfVRDBFwo,before,loneliness_extended,8,0,social_loneliness
R_3mltujcfVRDBFwo,before,loneliness_extended,9,0,emotional_loneliness
R_3mltujcfVRDBFwo,before,loneliness_extended,10,0,emotional_loneliness
R_3mltujcfVRDBFwo,before,loneliness_extended,11,0,social_loneliness
R_3mltujcfVRDBFwo,during,loneliness_extended,1,0,social_loneliness
R_3mltujcfVRDBFwo,during,loneliness_extended,2,0,emotional_loneliness
R_3mltujcfVRDBFwo,during,loneliness_extended,3,0,emotional_loneliness
R_3mltujcfVRDBFwo,during,loneliness_extended,4,0,social_loneliness
R_3mltujcfVRDBFwo,during,loneliness_extended,5,0,emotional_loneliness
R_3mltujcfVRDBFwo,during,loneliness_extended,6,0,emotional_loneliness
R_3mltujcfVRDBFwo,during,loneliness_extended,7,1,social_loneliness
R_3mltujcfVRDBFwo,during,loneliness_extended,8,0,social_loneliness
R_3mltujcfVRDBFwo,during,loneliness_extended,9,0,emotional_loneliness
R_3mltujcfVRDBFwo,during,loneliness_extended,10,0,emotional_loneliness
R_3mltujcfVRDBFwo,during,loneliness_extended,11,0,social_loneliness
R_21b9j1WapXLQCLl,before,loneliness_extended,1,0,social_loneliness
R_21b9j1WapXLQCLl,before,loneliness_extended,2,1,emotional_loneliness
R_21b9j1WapXLQCLl,before,loneliness_extended,3,1,emotional_loneliness
R_21b9j1WapXLQCLl,before,loneliness_extended,4,1,social_loneliness
R_21b9j1WapXLQCLl,before,loneliness_extended,5,1,emotional_loneliness
R_21b9j1WapXLQCLl,before,loneliness_extended,6,1,emotional_loneliness
R_21b9j1WapXLQCLl,before,loneliness_extended,7,1,social_loneliness
R_21b9j1WapXLQCLl,before,loneliness_extended,8,1,social_loneliness
R_21b9j1WapXLQCLl,before,loneliness_extended,9,1,emotional_loneliness
R_21b9j1WapXLQCLl,before,loneliness_extended,10,1,emotional_loneliness
R_21b9j1WapXLQCLl,before,loneliness_extended,11,1,social_loneliness
R_21b9j1WapXLQCLl,during,loneliness_extended,1,0,social_loneliness
R_21b9j1WapXLQCLl,during,loneliness_extended,2,1,emotional_loneliness
R_21b9j1WapXLQCLl,during,loneliness_extended,3,1,emotional_loneliness
R_21b9j1WapXLQCLl,during,loneliness_extended,4,1,social_loneliness
R_21b9j1WapXLQCLl,during,loneliness_extended,5,1,emotional_loneliness
R_21b9j1WapXLQCLl,during,loneliness_extended,6,1,emotional_loneliness
R_21b9j1WapXLQCLl,during,loneliness_extended,7,1,social_loneliness
R_21b9j1WapXLQCLl,during,loneliness_extended,8,1,social_loneliness
R_21b9j1WapXLQCLl,during,loneliness_extended,9,1,emotional_loneliness
R_21b9j1WapXLQCLl,during,loneliness_extended,10,1,emotional_loneliness
R_21b9j1WapXLQCLl,during,loneliness_extended,11,0,social_loneliness
R_CZwSxUPuv8a4BYl,before,loneliness_extended,1,0,social_loneliness
R_CZwSxUPuv8a4BYl,before,loneliness_extended,2,1,emotional_loneliness
R_CZwSxUPuv8a4BYl,before,loneliness_extended,3,1,emotional_loneliness
R_CZwSxUPuv8a4BYl,before,loneliness_extended,4,1,social_loneliness
R_CZwSxUPuv8a4BYl,before,loneliness_extended,5,1,emotional_loneliness
R_CZwSxUPuv8a4BYl,before,loneliness_extended,6,1,emotional_loneliness
R_CZwSxUPuv8a4BYl,before,loneliness_extended,7,1,social_loneliness
R_CZwSxUPuv8a4BYl,before,loneliness_extended,8,0,social_loneliness
R_CZwSxUPuv8a4BYl,before,loneliness_extended,9,1,emotional_loneliness
R_CZwSxUPuv8a4BYl,before,loneliness_extended,10,0,emotional_loneliness
R_CZwSxUPuv8a4BYl,before,loneliness_extended,11,0,social_loneliness
R_CZwSxUPuv8a4BYl,during,loneliness_extended,1,0,social_loneliness
R_CZwSxUPuv8a4BYl,during,loneliness_extended,2,1,emotional_loneliness
R_CZwSxUPuv8a4BYl,during,loneliness_extended,3,1,emotional_loneliness
R_CZwSxUPuv8a4BYl,during,loneliness_extended,4,1,social_loneliness
R_CZwSxUPuv8a4BYl,during,loneliness_extended,5,1,emotional_loneliness
R_CZwSxUPuv8a4BYl,during,loneliness_extended,6,1,emotional_loneliness
R_CZwSxUPuv8a4BYl,during,loneliness_extended,7,1,social_loneliness
R_CZwSxUPuv8a4BYl,during,loneliness_extended,8,0,social_loneliness
R_CZwSxUPuv8a4BYl,during,loneliness_extended,9,1,emotional_loneliness
R_CZwSxUPuv8a4BYl,during,loneliness_extended,10,0,emotional_loneliness
R_CZwSxUPuv8a4BYl,during,loneliness_extended,11,1,social_loneliness
R_0HrndcL3lki2lZ7,before,loneliness_extended,1,1,social_loneliness
R_0HrndcL3lki2lZ7,before,loneliness_extended,2,1,emotional_loneliness
R_0HrndcL3lki2lZ7,before,loneliness_extended,3,1,emotional_loneliness
R_0HrndcL3lki2lZ7,before,loneliness_extended,4,1,social_loneliness
R_0HrndcL3lki2lZ7,before,loneliness_extended,5,1,emotional_loneliness
R_0HrndcL3lki2lZ7,before,loneliness_extended,6,1,emotional_loneliness
R_0HrndcL3lki2lZ7,before,loneliness_extended,7,1,social_loneliness
R_0HrndcL3lki2lZ7,before,loneliness_extended,8,1,social_loneliness
R_0HrndcL3lki2lZ7,before,loneliness_extended,9,1,emotional_loneliness
R_0HrndcL3lki2lZ7,before,loneliness_extended,10,0,emotional_loneliness
R_0HrndcL3lki2lZ7,before,loneliness_extended,11,0,social_loneliness
R_0HrndcL3lki2lZ7,during,loneliness_extended,1,1,social_loneliness
R_0HrndcL3lki2lZ7,during,loneliness_extended,2,1,emotional_loneliness
R_0HrndcL3lki2lZ7,during,loneliness_extended,3,1,emotional_loneliness
R_0HrndcL3lki2lZ7,during,loneliness_extended,4,1,social_loneliness
R_0HrndcL3lki2lZ7,during,loneliness_extended,5,1,emotional_loneliness
R_0HrndcL3lki2lZ7,during,loneliness_extended,6,1,emotional_loneliness
R_0HrndcL3lki2lZ7,during,loneliness_extended,7,1,social_loneliness
R_0HrndcL3lki2lZ7,during,loneliness_extended,8,1,social_loneliness
R_0HrndcL3lki2lZ7,during,loneliness_extended,9,1,emotional_loneliness
R_0HrndcL3lki2lZ7,during,loneliness_extended,10,1,emotional_loneliness
R_0HrndcL3lki2lZ7,during,loneliness_extended,11,1,social_loneliness
R_3rYAprW0GQ77H60,before,loneliness_extended,1,1,social_loneliness
R_3rYAprW0GQ77H60,before,loneliness_extended,2,0,emotional_loneliness
R_3rYAprW0GQ77H60,before,loneliness_extended,3,1,emotional_loneliness
R_3rYAprW0GQ77H60,before,loneliness_extended,4,0,social_loneliness
R_3rYAprW0GQ77H60,before,loneliness_extended,5,1,emotional_loneliness
R_3rYAprW0GQ77H60,before,loneliness_extended,6,0,emotional_loneliness
R_3rYAprW0GQ77H60,before,loneliness_extended,7,0,social_loneliness
R_3rYAprW0GQ77H60,before,loneliness_extended,8,0,social_loneliness
R_3rYAprW0GQ77H60,before,loneliness_extended,9,1,emotional_loneliness
R_3rYAprW0GQ77H60,before,loneliness_extended,10,0,emotional_loneliness
R_3rYAprW0GQ77H60,before,loneliness_extended,11,0,social_loneliness
R_3rYAprW0GQ77H60,during,loneliness_extended,1,0,social_loneliness
R_3rYAprW0GQ77H60,during,loneliness_extended,2,0,emotional_loneliness
R_3rYAprW0GQ77H60,during,loneliness_extended,3,1,emotional_loneliness
R_3rYAprW0GQ77H60,during,loneliness_extended,4,0,social_loneliness
R_3rYAprW0GQ77H60,during,loneliness_extended,5,1,emotional_loneliness
R_3rYAprW0GQ77H60,during,loneliness_extended,6,0,emotional_loneliness
R_3rYAprW0GQ77H60,during,loneliness_extended,7,0,social_loneliness
R_3rYAprW0GQ77H60,during,loneliness_extended,8,0,social_loneliness
R_3rYAprW0GQ77H60,during,loneliness_extended,9,1,emotional_loneliness
R_3rYAprW0GQ77H60,during,loneliness_extended,10,0,emotional_loneliness
R_3rYAprW0GQ77H60,during,loneliness_extended,11,0,social_loneliness
R_2PCnueh0z8dxONX,before,loneliness_extended,1,0,social_loneliness
R_2PCnueh0z8dxONX,before,loneliness_extended,2,0,emotional_loneliness
R_2PCnueh0z8dxONX,before,loneliness_extended,3,1,emotional_loneliness
R_2PCnueh0z8dxONX,before,loneliness_extended,4,0,social_loneliness
R_2PCnueh0z8dxONX,before,loneliness_extended,5,1,emotional_loneliness
R_2PCnueh0z8dxONX,before,loneliness_extended,6,0,emotional_loneliness
R_2PCnueh0z8dxONX,before,loneliness_extended,7,0,social_loneliness
R_2PCnueh0z8dxONX,before,loneliness_extended,8,0,social_loneliness
R_2PCnueh0z8dxONX,before,loneliness_extended,9,1,emotional_loneliness
R_2PCnueh0z8dxONX,before,loneliness_extended,10,0,emotional_loneliness
R_2PCnueh0z8dxONX,before,loneliness_extended,11,0,social_loneliness
R_2PCnueh0z8dxONX,during,loneliness_extended,1,0,social_loneliness
R_2PCnueh0z8dxONX,during,loneliness_extended,2,0,emotional_loneliness
R_2PCnueh0z8dxONX,during,loneliness_extended,3,1,emotional_loneliness
R_2PCnueh0z8dxONX,during,loneliness_extended,4,0,social_loneliness
R_2PCnueh0z8dxONX,during,loneliness_extended,5,1,emotional_loneliness
R_2PCnueh0z8dxONX,during,loneliness_extended,6,0,emotional_loneliness
R_2PCnueh0z8dxONX,during,loneliness_extended,7,0,social_loneliness
R_2PCnueh0z8dxONX,during,loneliness_extended,8,0,social_loneliness
R_2PCnueh0z8dxONX,during,loneliness_extended,9,1,emotional_loneliness
R_2PCnueh0z8dxONX,during,loneliness_extended,10,0,emotional_loneliness
R_2PCnueh0z8dxONX,during,loneliness_extended,11,0,social_loneliness
R_30enO1wA4LKIhUd,before,loneliness_extended,1,0,social_loneliness
R_30enO1wA4LKIhUd,before,loneliness_extended,2,1,emotional_loneliness
R_30enO1wA4LKIhUd,before,loneliness_extended,3,1,emotional_loneliness
R_30enO1wA4LKIhUd,before,loneliness_extended,4,0,social_loneliness
R_30enO1wA4LKIhUd,before,loneliness_extended,5,1,emotional_loneliness
R_30enO1wA4LKIhUd,before,loneliness_extended,6,0,emotional_loneliness
R_30enO1wA4LKIhUd,before,loneliness_extended,7,0,social_loneliness
R_30enO1wA4LKIhUd,before,loneliness_extended,8,0,social_loneliness
R_30enO1wA4LKIhUd,before,loneliness_extended,9,1,emotional_loneliness
R_30enO1wA4LKIhUd,before,loneliness_extended,10,0,emotional_loneliness
R_30enO1wA4LKIhUd,before,loneliness_extended,11,0,social_loneliness
R_30enO1wA4LKIhUd,during,loneliness_extended,1,0,social_loneliness
R_30enO1wA4LKIhUd,during,loneliness_extended,2,0,emotional_loneliness
R_30enO1wA4LKIhUd,during,loneliness_extended,3,0,emotional_loneliness
R_30enO1wA4LKIhUd,during,loneliness_extended,4,0,social_loneliness
R_30enO1wA4LKIhUd,during,loneliness_extended,5,1,emotional_loneliness
R_30enO1wA4LKIhUd,during,loneliness_extended,6,1,emotional_loneliness
R_30enO1wA4LKIhUd,during,loneliness_extended,7,0,social_loneliness
R_30enO1wA4LKIhUd,during,loneliness_extended,8,0,social_loneliness
R_30enO1wA4LKIhUd,during,loneliness_extended,9,0,emotional_loneliness
R_30enO1wA4LKIhUd,during,loneliness_extended,10,0,emotional_loneliness
R_30enO1wA4LKIhUd,during,loneliness_extended,11,0,social_loneliness
R_3feFL01maECWrJE,before,loneliness_extended,1,1,social_loneliness
R_3feFL01maECWrJE,before,loneliness_extended,2,1,emotional_loneliness
R_3feFL01maECWrJE,before,loneliness_extended,3,1,emotional_loneliness
R_3feFL01maECWrJE,before,loneliness_extended,4,1,social_loneliness
R_3feFL01maECWrJE,before,loneliness_extended,5,1,emotional_loneliness
R_3feFL01maECWrJE,before,loneliness_extended,6,1,emotional_loneliness
R_3feFL01maECWrJE,before,loneliness_extended,7,0,social_loneliness
R_3feFL01maECWrJE,before,loneliness_extended,8,0,social_loneliness
R_3feFL01maECWrJE,before,loneliness_extended,9,1,emotional_loneliness
R_3feFL01maECWrJE,before,loneliness_extended,10,1,emotional_loneliness
R_3feFL01maECWrJE,before,loneliness_extended,11,1,social_loneliness
R_3feFL01maECWrJE,during,loneliness_extended,1,1,social_loneliness
R_3feFL01maECWrJE,during,loneliness_extended,2,1,emotional_loneliness
R_3feFL01maECWrJE,during,loneliness_extended,3,1,emotional_loneliness
R_3feFL01maECWrJE,during,loneliness_extended,4,1,social_loneliness
R_3feFL01maECWrJE,during,loneliness_extended,5,1,emotional_loneliness
R_3feFL01maECWrJE,during,loneliness_extended,6,1,emotional_loneliness
R_3feFL01maECWrJE,during,loneliness_extended,7,1,social_loneliness
R_3feFL01maECWrJE,during,loneliness_extended,8,1,social_loneliness
R_3feFL01maECWrJE,during,loneliness_extended,9,1,emotional_loneliness
R_3feFL01maECWrJE,during,loneliness_extended,10,1,emotional_loneliness
R_3feFL01maECWrJE,during,loneliness_extended,11,1,social_loneliness
R_12JyJmQfO8sTgUl,before,loneliness_extended,1,0,social_loneliness
R_12JyJmQfO8sTgUl,before,loneliness_extended,2,1,emotional_loneliness
R_12JyJmQfO8sTgUl,before,loneliness_extended,3,1,emotional_loneliness
R_12JyJmQfO8sTgUl,before,loneliness_extended,4,1,social_loneliness
R_12JyJmQfO8sTgUl,before,loneliness_extended,5,1,emotional_loneliness
R_12JyJmQfO8sTgUl,before,loneliness_extended,6,1,emotional_loneliness
R_12JyJmQfO8sTgUl,before,loneliness_extended,7,1,social_loneliness
R_12JyJmQfO8sTgUl,before,loneliness_extended,8,1,social_loneliness
R_12JyJmQfO8sTgUl,before,loneliness_extended,9,1,emotional_loneliness
R_12JyJmQfO8sTgUl,before,loneliness_extended,10,1,emotional_loneliness
R_12JyJmQfO8sTgUl,before,loneliness_extended,11,1,social_loneliness
R_12JyJmQfO8sTgUl,during,loneliness_extended,1,0,social_loneliness
R_12JyJmQfO8sTgUl,during,loneliness_extended,2,1,emotional_loneliness
R_12JyJmQfO8sTgUl,during,loneliness_extended,3,1,emotional_loneliness
R_12JyJmQfO8sTgUl,during,loneliness_extended,4,1,social_loneliness
R_12JyJmQfO8sTgUl,during,loneliness_extended,5,1,emotional_loneliness
R_12JyJmQfO8sTgUl,during,loneliness_extended,6,1,emotional_loneliness
R_12JyJmQfO8sTgUl,during,loneliness_extended,7,1,social_loneliness
R_12JyJmQfO8sTgUl,during,loneliness_extended,8,1,social_loneliness
R_12JyJmQfO8sTgUl,during,loneliness_extended,9,1,emotional_loneliness
R_12JyJmQfO8sTgUl,during,loneliness_extended,10,1,emotional_loneliness
R_12JyJmQfO8sTgUl,during,loneliness_extended,11,1,social_loneliness
R_2Xiozx8q35QPmPN,before,loneliness_extended,1,1,social_loneliness
R_2Xiozx8q35QPmPN,before,loneliness_extended,2,1,emotional_loneliness
R_2Xiozx8q35QPmPN,before,loneliness_extended,3,1,emotional_loneliness
R_2Xiozx8q35QPmPN,before,loneliness_extended,4,1,social_loneliness
R_2Xiozx8q35QPmPN,before,loneliness_extended,5,1,emotional_loneliness
R_2Xiozx8q35QPmPN,before,loneliness_extended,6,1,emotional_loneliness
R_2Xiozx8q35QPmPN,before,loneliness_extended,7,1,social_loneliness
R_2Xiozx8q35QPmPN,before,loneliness_extended,8,0,social_loneliness
